# ============================================================================
# CHAOS REDUX - EVENT 006 INDEPENDENCE WAVE IDEAS REGISTRY
# ============================================================================
# Definition-only source consolidation. Original identifiers, values, and
# section order are preserved; source markers retain package provenance.
# Identical file-scoped constants are emitted once at the registry header.
# ============================================================================

# Consolidated file-scoped constants
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_COORDINATED_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_COORDINATED_FACTORY_OUTPUT
				army_org_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_COORDINATED_ARMY_ORGANIZATION
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_COORDINATED_SUPPLY_CONSUMPTION
			}
		}

		independence_wave_iw005_municipal_industrial_board = {
			picture = independence_wave_founding_identity
			allowed = { original_tag = BEL }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_CIVIC_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_CIVIC_FACTORY_OUTPUT
				production_factory_efficiency_gain_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_CIVIC_EFFICIENCY_GAIN
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_CIVIC_SUPPLY_CONSUMPTION
			}
		}

		independence_wave_iw005_scheldt_territorial_compact = {
			picture = independence_wave_fragmented_command
			allowed = { original_tag = BEL }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_SECURITY_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_SECURITY_FACTORY_OUTPUT
				army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_SECURITY_ARMY_DEFENCE
				army_org_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_SECURITY_ARMY_ORGANIZATION
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW005_FLANDERS_MODIFIER_SECURITY_SUPPLY_CONSUMPTION
			}
		}

		# SOURCE: 006_independence_wave_iw022_dalmatia_ideas.txt
		independence_wave_iw022_dalmatia_contested_adriatic_administration = {
			picture = independence_wave_fragmented_command
			allowed = { is_independence_wave_iw022_dalmatia_route_active = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_CONTESTED_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_CONTESTED_FACTORY_OUTPUT
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_CONTESTED_TRADE
			}
		}

		independence_wave_iw022_dalmatia_coordinated_port_authority = {
			picture = independence_wave_improvised_government
			allowed = { is_independence_wave_iw022_dalmatia_route_active = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_COORDINATED_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_COORDINATED_FACTORY_OUTPUT
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_COORDINATED_TRADE
			}
		}

		independence_wave_iw022_dalmatia_municipal_charter = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_iw022_dalmatia_route_active = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_MUNICIPAL_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_MUNICIPAL_FACTORY_OUTPUT
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_MUNICIPAL_TRADE
			}
		}

		independence_wave_iw022_dalmatia_coastal_security_compact = {
			picture = independence_wave_fragmented_command
			allowed = { is_independence_wave_iw022_dalmatia_route_active = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_SECURITY_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_SECURITY_FACTORY_OUTPUT
				army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_SECURITY_DEFENCE
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW022_DALMATIA_MODIFIER_SECURITY_SUPPLY
			}
		}

		# SOURCE: 006_independence_wave_iw025_vojvodina_ideas.txt
		independence_wave_iw025_vojvodina_contested_danube_administration = {
			picture = independence_wave_fragmented_command
			allowed = { is_independence_wave_iw025_vojvodina_route_active = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_CONTESTED_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_CONTESTED_FACTORY_OUTPUT
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_CONTESTED_TRADE
			}
		}

		independence_wave_iw025_vojvodina_coordinated_grain_authority = {
			picture = independence_wave_improvised_government
			allowed = { is_independence_wave_iw025_vojvodina_route_active = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_COORDINATED_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_COORDINATED_FACTORY_OUTPUT
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_COORDINATED_TRADE
			}
		}

		independence_wave_iw025_vojvodina_municipal_minority_charter = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_iw025_vojvodina_route_active = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_MUNICIPAL_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_MUNICIPAL_FACTORY_OUTPUT
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_MUNICIPAL_TRADE
			}
		}

		independence_wave_iw025_vojvodina_federal_frontier_compact = {
			picture = independence_wave_fragmented_command
			allowed = { is_independence_wave_iw025_vojvodina_route_active = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_FEDERAL_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_FEDERAL_FACTORY_OUTPUT
				army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_FEDERAL_DEFENCE
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW025_VOJVODINA_MODIFIER_FEDERAL_SUPPLY
			}
		}

		# SOURCE: 006_independence_wave_iw035_livonia_ideas.txt
		independence_wave_iw035_livonia_contested_baltic_administration = {
			picture = independence_wave_fragmented_command
			allowed = { is_independence_wave_iw035_livonia_route_active = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_CONTESTED_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_CONTESTED_FACTORY_OUTPUT
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_CONTESTED_TRADE
			}
		}

		independence_wave_iw035_livonia_coordinated_rail_authority = {
			picture = independence_wave_improvised_government
			allowed = { is_independence_wave_iw035_livonia_route_active = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_COORDINATED_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_COORDINATED_FACTORY_OUTPUT
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_COORDINATED_TRADE
			}
		}

		independence_wave_iw035_livonia_municipal_baltic_charter = {
			picture = independence_wave_founding_identity
			allowed = { is_independence_wave_iw035_livonia_route_active = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_MUNICIPAL_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_MUNICIPAL_FACTORY_OUTPUT
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_MUNICIPAL_TRADE
			}
		}

		independence_wave_iw035_livonia_federal_coastal_compact = {
			picture = independence_wave_fragmented_command
			allowed = { is_independence_wave_iw035_livonia_route_active = yes }
			allowed_civil_war = { always = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_FEDERAL_STABILITY
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_FEDERAL_FACTORY_OUTPUT
				army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_FEDERAL_DEFENCE
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW035_LIVONIA_MODIFIER_FEDERAL_SUPPLY
			}
		}

		# SOURCE: 006_independence_wave_iw043_iw058_ideas.txt
		independence_wave_iw043_congress_in_session_idea = {
			picture = independence_wave_iw043_congress
			allowed = { is_independence_wave_iw043_country = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_SMALL_PENALTY
				political_power_gain = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_PP_PENALTY
				drift_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_DRIFT_DEFENCE
			}
		}

		independence_wave_iw043_federal_charter_idea = {
			picture = independence_wave_iw043_congress
			allowed = { is_independence_wave_iw043_country = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_MEDIUM_BONUS
				political_power_gain = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_PP_MEDIUM
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_TRADE_SMALL
			}
		}

		independence_wave_iw043_bolgar_constitution_idea = {
			picture = independence_wave_iw043_congress
			allowed = { is_independence_wave_iw043_country = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_MEDIUM_BONUS
				political_power_gain = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_PP_SMALL
				drift_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_DRIFT_DEFENCE
			}
		}

		independence_wave_iw043_emergency_navigation_council_idea = {
			picture = independence_wave_iw043_congress
			allowed = { is_independence_wave_iw043_country = yes }
			modifier = {
				army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_DEFENCE_MEDIUM
				planning_speed = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_PLANNING_SMALL
				recruitable_population_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_RECRUITABLE_MEDIUM
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_CONSUMER_BURDEN
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_SMALL_PENALTY
			}
		}

		independence_wave_iw043_disrupted_river_economy_idea = {
			picture = independence_wave_iw043_river_economy
			allowed = { is_independence_wave_iw043_country = yes }
			modifier = {
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_CONSUMER_BURDEN
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_SUPPLY_BURDEN
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_MEDIUM_PENALTY
			}
		}

		independence_wave_iw043_reopened_river_economy_idea = {
			picture = independence_wave_iw043_river_economy
			allowed = { is_independence_wave_iw043_country = yes }
			modifier = {
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_CONSUMER_RELIEF
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_SUPPLY_RELIEF
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_CONSTRUCTION_MEDIUM
			}
		}

		independence_wave_iw043_provisional_river_guard_idea = {
			picture = independence_wave_iw043_river_guard
			allowed = { is_independence_wave_iw043_country = yes }
			modifier = {
				army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_DEFENCE_SMALL
				training_time_army_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_MEDIUM_PENALTY
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_CONSUMER_BURDEN
			}
		}

		independence_wave_iw043_civilian_river_guard_idea = {
			picture = independence_wave_iw043_river_guard
			allowed = { is_independence_wave_iw043_country = yes }
			modifier = {
				army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_DEFENCE_SMALL
				planning_speed = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_PLANNING_SMALL
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_SMALL_BONUS
			}
		}

		independence_wave_iw043_emergency_river_guard_idea = {
			picture = independence_wave_iw043_river_guard
			allowed = { is_independence_wave_iw043_country = yes }
			modifier = {
				army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_DEFENCE_MEDIUM
				planning_speed = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_MEDIUM_BONUS
				recruitable_population_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_RECRUITABLE_MEDIUM
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_CONSUMER_BURDEN
				political_power_gain = @CR_SC_INDEPENDENCE_WAVE_IW043_IDEA_PP_PENALTY
			}
		}

		independence_wave_iw058_provisional_council_idea = {
			picture = independence_wave_iw058_council
			allowed = { is_independence_wave_iw058_country = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_SMALL_PENALTY
				political_power_gain = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_PP_PENALTY
				drift_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_DRIFT_DEFENCE
			}
		}

		independence_wave_iw058_concordat_charter_idea = {
			picture = independence_wave_iw058_council
			allowed = { is_independence_wave_iw058_country = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_MEDIUM_BONUS
				drift_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_DRIFT_DEFENCE
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_TRADE_SMALL
			}
		}

		independence_wave_iw058_civic_charter_idea = {
			picture = independence_wave_iw058_council
			allowed = { is_independence_wave_iw058_country = yes }
			modifier = {
				political_power_gain = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_PP_MEDIUM
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_SMALL_BONUS
				industrial_capacity_factory = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_PRODUCTION_SMALL
			}
		}

		independence_wave_iw058_levies_guardianship_idea = {
			picture = independence_wave_iw058_council
			allowed = { is_independence_wave_iw058_country = yes }
			modifier = {
				army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_DEFENCE_MEDIUM
				planning_speed = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_MEDIUM_BONUS
				recruitable_population_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_RECRUITABLE_MEDIUM
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_SMALL_PENALTY
				political_power_gain = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_PP_PENALTY
			}
		}

		independence_wave_iw058_mesopotamian_federal_settlement_idea = {
			picture = independence_wave_iw058_council
			allowed = { is_independence_wave_iw058_country = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_LARGE_BONUS
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_MEDIUM_BONUS
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_SUPPLY_RELIEF
			}
		}

		independence_wave_iw058_sovereign_autonomy_compact_idea = {
			picture = independence_wave_iw058_council
			allowed = { is_independence_wave_iw058_country = yes }
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_MEDIUM_BONUS
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_MEDIUM_BONUS
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_CONSUMER_RELIEF
				drift_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_DRIFT_DEFENCE
			}
		}

		independence_wave_iw058_exposed_mosul_corridor_idea = {
			picture = independence_wave_iw058_corridor
			allowed = { is_independence_wave_iw058_country = yes }
			modifier = {
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_SUPPLY_BURDEN
				army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_SMALL_PENALTY
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_MEDIUM_PENALTY
			}
		}

		independence_wave_iw058_secured_mosul_corridor_idea = {
			picture = independence_wave_iw058_corridor
			allowed = { is_independence_wave_iw058_country = yes }
			modifier = {
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_SUPPLY_RELIEF
				army_defence_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_DEFENCE_SMALL
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_CONSTRUCTION_MEDIUM
			}
		}

		independence_wave_iw058_fragile_diaspora_links_idea = {
			picture = independence_wave_iw058_diaspora
			allowed = { is_independence_wave_iw058_country = yes }
			modifier = {
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_SMALL_PENALTY
				political_power_gain = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_PP_PENALTY
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_CONSUMER_BURDEN
			}
		}

		independence_wave_iw058_diaspora_liaison_idea = {
			picture = independence_wave_iw058_diaspora
			allowed = { is_independence_wave_iw058_country = yes }
			modifier = {
				trade_opinion_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_MEDIUM_BONUS
				political_power_gain = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_PP_MEDIUM
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_IW058_IDEA_CONSUMER_RELIEF
			}
		}

		# SOURCE: 006_independence_wave_iw059_mesopotamia_ideas.txt
		independence_wave_iw059_mesopotamia_contested_river_cabinet = {
			picture = generic_political_discourse
			allowed = { always = yes }
			modifier = {
				stability_factor = -0.08
				industrial_capacity_factory = -0.05
				trade_opinion_factor = -0.10
			}
		}

		independence_wave_iw059_mesopotamia_integrated_river_authority = {
			picture = generic_army_motorization
			allowed = { always = yes }
			modifier = {
				stability_factor = 0.02
				industrial_capacity_factory = 0.04
				army_org_factor = 0.03
			}
		}

		independence_wave_iw059_mesopotamia_minority_guarantees = {
			picture = generic_diplomatic_treaty
			allowed = { always = yes }
			modifier = {
				stability_factor = 0.05
				consumer_goods_factor = -0.03
				political_power_factor = 0.04
			}
		}

		independence_wave_iw059_mesopotamia_constitutional_compact = {
			picture = generic_government
			allowed = { always = yes }
			modifier = {
				stability_factor = 0.04
				defence = 0.08
				supply_consumption_factor = -0.06
			}
		}

		# SOURCE: 006_independence_wave_iw085_cyrenaica_ideas.txt
		independence_wave_iw085_cyrenaica_contested_regency = {
			picture = generic_political_discourse
			allowed = { always = yes }
			modifier = { stability_factor = -0.08 industrial_capacity_factory = -0.04 supply_consumption_factor = 0.06 }
		}
		independence_wave_iw085_cyrenaica_desert_regency = {
			picture = generic_army_motorization
			allowed = { always = yes }
			modifier = { stability_factor = 0.02 army_org_factor = 0.04 army_speed_factor = 0.03 }
		}
		independence_wave_iw085_cyrenaica_assembly_compact = {
			picture = generic_diplomatic_treaty
			allowed = { always = yes }
			modifier = { stability_factor = 0.05 political_power_factor = 0.04 consumer_goods_factor = -0.03 }
		}
		independence_wave_iw085_cyrenaica_coastal_defense_charter = {
			picture = generic_coastal_navy
			allowed = { always = yes }
			modifier = { stability_factor = 0.04 coastal_bunker_effectiveness_factor = 0.10 supply_consumption_factor = -0.05 }
		}

		# SOURCE: 006_independence_wave_iw093_iw098_ideas.txt
		independence_wave_iw093_unsettled_restoration_idea = {
			picture = GFX_idea_independence_wave_iw093_unsettled_restoration
			allowed = {
				OR = {
					is_independence_wave_iw093_prepared_scope = yes
					is_independence_wave_iw093_active_scope = yes
				}
			}
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW093_IDEA_MODIFIER_UNSETTLED_STABILITY
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_IW093_IDEA_MODIFIER_UNSETTLED_CONSUMER_GOODS
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_IW093_IDEA_MODIFIER_UNSETTLED_INFRASTRUCTURE_CONSTRUCTION
			}
		}

		independence_wave_iw093_cocoa_rail_compact_idea = {
			picture = GFX_idea_independence_wave_iw093_cocoa_rail_compact
			allowed = {
				OR = {
					is_independence_wave_iw093_prepared_scope = yes
					is_independence_wave_iw093_active_scope = yes
				}
			}
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW093_IDEA_MODIFIER_COMPACT_STABILITY
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_IW093_IDEA_MODIFIER_COMPACT_CONSUMER_GOODS
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_IW093_IDEA_MODIFIER_COMPACT_INFRASTRUCTURE_CONSTRUCTION
			}
		}

		independence_wave_iw098_disputed_emirate_compact_idea = {
			picture = GFX_idea_independence_wave_iw098_disputed_emirate_compact
			allowed = {
				OR = {
					is_independence_wave_iw098_prepared_scope = yes
					is_independence_wave_iw098_active_scope = yes
				}
			}
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW098_IDEA_MODIFIER_DISPUTED_STABILITY
				consumer_goods_factor = @CR_SC_INDEPENDENCE_WAVE_IW098_IDEA_MODIFIER_DISPUTED_CONSUMER_GOODS
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW098_IDEA_MODIFIER_DISPUTED_SUPPLY_CONSUMPTION
			}
		}

		independence_wave_iw098_caravan_network_compact_idea = {
			picture = GFX_idea_independence_wave_iw098_caravan_network_compact
			allowed = {
				OR = {
					is_independence_wave_iw098_prepared_scope = yes
					is_independence_wave_iw098_active_scope = yes
				}
			}
			modifier = {
				stability_factor = @CR_SC_INDEPENDENCE_WAVE_IW098_IDEA_MODIFIER_COMPACT_STABILITY
				supply_consumption_factor = @CR_SC_INDEPENDENCE_WAVE_IW098_IDEA_MODIFIER_COMPACT_SUPPLY_CONSUMPTION
				production_speed_infrastructure_factor = @CR_SC_INDEPENDENCE_WAVE_IW098_IDEA_MODIFIER_COMPACT_INFRASTRUCTURE_CONSTRUCTION
			}
		}

		# SOURCE: 006_independence_wave_iw101_iw102_iw105_cog_overlays_ideas.txt
		independence_wave_iw101_kongo_contested_river_regency = {
			picture = generic_political_discourse
			allowed = { always = yes }
			modifier = { stability_factor = -0.08 industrial_capacity_factory = -0.04 supply_consumption_factor = 0.06 }
		}
		independence_wave_iw101_kongo_integrated_river_authority = {
			picture = generic_army_motorization
			allowed = { always = yes }
			modifier = { stability_factor = 0.02 army_org_factor = 0.04 army_attack_factor = 0.03 }
		}
		independence_wave_iw101_kongo_assembly_compact = {
			picture = generic_diplomatic_treaty
			allowed = { always = yes }
			modifier = { stability_factor = 0.05 political_power_factor = 0.04 consumer_goods_factor = -0.03 }
		}
		independence_wave_iw101_kongo_veteran_charter = {
			picture = generic_government
			allowed = { always = yes }
			modifier = { stability_factor = 0.04 army_org_factor = 0.05 supply_consumption_factor = -0.05 }
		}

		independence_wave_iw102_kuba_contested_royal_council = {
			picture = generic_political_discourse
			allowed = { always = yes }
			modifier = { stability_factor = -0.08 industrial_capacity_factory = -0.04 supply_consumption_factor = 0.06 }
		}
		independence_wave_iw102_kuba_integrated_forest_guard = {
			picture = generic_army_motorization
			allowed = { always = yes }
			modifier = { stability_factor = 0.02 army_org_factor = 0.04 army_speed_factor = 0.03 }
		}
		independence_wave_iw102_kuba_council_charter = {
			picture = generic_diplomatic_treaty
			allowed = { always = yes }
			modifier = { stability_factor = 0.05 political_power_factor = 0.04 consumer_goods_factor = -0.03 }
		}
		independence_wave_iw102_kuba_territorial_compact = {
			picture = generic_government
			allowed = { always = yes }
			modifier = { stability_factor = 0.04 army_defence_factor = 0.06 supply_consumption_factor = -0.05 }
		}

		independence_wave_iw105_loango_contested_coastal_regency = {
			picture = generic_political_discourse
			allowed = { always = yes }
			modifier = { stability_factor = -0.08 industrial_capacity_factory = -0.04 trade_opinion_factor = -0.10 }
		}
		independence_wave_iw105_loango_integrated_port_authority = {
			picture = generic_coastal_navy
			allowed = { always = yes }
			modifier = { stability_factor = 0.02 navy_org_factor = 0.04 supply_consumption_factor = -0.03 }
		}
		independence_wave_iw105_loango_assembly_compact = {
			picture = generic_diplomatic_treaty
			allowed = { always = yes }
			modifier = { stability_factor = 0.05 political_power_factor = 0.04 consumer_goods_factor = -0.03 }
		}
		independence_wave_iw105_loango_coastal_charter = {
			picture = generic_government
			allowed = { always = yes }
			modifier = { stability_factor = 0.04 coastal_bunker_effectiveness_factor = 0.10 supply_consumption_factor = -0.05 }
		}

		# SOURCE: 006_independence_wave_iw156_iw196_iw197_iw204_overlays_ideas.txt
		# IW-156: democratic TNE / United States of Maluku
		independence_wave_iw156_moluccan_contested_congress = {
			picture = generic_political_discourse
			allowed = { always = yes }
			modifier = { stability_factor = -0.08 industrial_capacity_factory = -0.04 supply_consumption_factor = 0.06 }
		}
		independence_wave_iw156_moluccan_integrated_island_guard = {
			picture = generic_coastal_navy
			allowed = { always = yes }
			modifier = { stability_factor = 0.02 navy_org_factor = 0.04 naval_damage_factor = 0.03 supply_consumption_factor = -0.03 }
		}
		independence_wave_iw156_moluccan_federal_compact = {
