asset_key,asset_type,family,intended_in_game_use,source_mode,target_size,required_variants,visual_direction,avoid,suggested_filename,suggested_sprite_name,final_game_folder,reference_folder,animation_brief,status
country_package_harar,Tier A country visual package,Restored polities,full visual identity for Harar,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Harar, grounded in walled Islamic city and regional state, gameplay hooks include urban defence, trade, scholarship","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_harar_asset_family,GFX_012_africa_harar_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",installed_dormant
country_package_adal,Tier A country visual package,Restored polities,full visual identity for Adal,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Adal, grounded in Horn of Africa sultanate, gameplay hooks include cavalry, Red Sea routes, religious mobilisation","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_adal_asset_family,GFX_012_africa_adal_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_ajuran,Tier A country visual package,Restored polities,full visual identity for Ajuran,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Ajuran, grounded in Somali sultanate and trade network, gameplay hooks include wells, river control, Indian Ocean trade","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_ajuran_asset_family,GFX_012_africa_ajuran_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_buganda,Tier A country visual package,Restored polities,full visual identity for Buganda,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Buganda, grounded in living Great Lakes kingdom and court, gameplay hooks include lake transport, monarchy, sacred centres","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_buganda_asset_family,GFX_012_africa_buganda_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",installed_dormant
country_package_bunyoro,Tier A country visual package,Restored polities,full visual identity for Bunyoro,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Bunyoro, grounded in Bunyoro-Kitara political identity, gameplay hooks include lake and river routes, monarchy, frontier","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_bunyoro_asset_family,GFX_012_africa_bunyoro_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_rwanda,Tier A country visual package,Restored polities,full visual identity for Rwanda,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Rwanda, grounded in centralised Great Lakes monarchy, gameplay hooks include court, cattle, hills, administrative integration","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_rwanda_asset_family,GFX_012_africa_rwanda_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_burundi,Tier A country visual package,Restored polities,full visual identity for Burundi,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Burundi, grounded in Great Lakes monarchy, gameplay hooks include court, hills, agriculture, regional rivalry","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_burundi_asset_family,GFX_012_africa_burundi_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_kilwa,Tier A country visual package,Restored polities,full visual identity for Kilwa,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Kilwa, grounded in major Swahili port and trade power, gameplay hooks include Indian Ocean trade, coinage, ports, gold route","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_kilwa_asset_family,GFX_012_africa_kilwa_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",installed_dormant
country_package_zanzibar,Tier A country visual package,Restored polities,full visual identity for Zanzibar,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Zanzibar, grounded in island sultanate and trade centre, gameplay hooks include ports, cloves, navy, island politics","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_zanzibar_asset_family,GFX_012_africa_zanzibar_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_comoros,Tier A country visual package,Restored polities,full visual identity for Comoros,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Comoros, grounded in Comorian sultanates and island identity, gameplay hooks include island federation, ports, Indian Ocean diplomacy","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_comoros_asset_family,GFX_012_africa_comoros_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_great_zimbabwe,Tier A country visual package,Restored polities,full visual identity for Great Zimbabwe,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Great Zimbabwe, grounded in Shona stone-city and trade legacy, gameplay hooks include stone cities, gold, cattle, trade","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_great_zimbabwe_asset_family,GFX_012_africa_great_zimbabwe_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",installed_dormant
country_package_mutapa,Tier A country visual package,Restored polities,full visual identity for Mutapa,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Mutapa, grounded in Zambezi and Zimbabwe plateau state, gameplay hooks include gold, river trade, royal administration","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_mutapa_asset_family,GFX_012_africa_mutapa_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_rozwi,Tier A country visual package,Restored polities,full visual identity for Rozwi,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Rozwi, grounded in Changamire state and military identity, gameplay hooks include stone centres, cattle, army, confederation","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_rozwi_asset_family,GFX_012_africa_rozwi_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_mthwakazi,Tier A country visual package,Restored polities,full visual identity for Mthwakazi,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Mthwakazi, grounded in Ndebele state identity, gameplay hooks include regimental system, cattle, royal settlement","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_mthwakazi_asset_family,GFX_012_africa_mthwakazi_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_zulu,Tier A country visual package,Restored polities,full visual identity for Zulu,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Zulu, grounded in Zulu monarchy and regimental state, gameplay hooks include regiments, royal court, military reform","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_zulu_asset_family,GFX_012_africa_zulu_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",installed_dormant
country_package_swazi,Tier A country visual package,Restored polities,full visual identity for Eswatini,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Eswatini, grounded in Swazi monarchy and state, gameplay hooks include monarchy, regiments, mountain defence","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_swazi_asset_family,GFX_012_africa_swazi_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_basotho,Tier A country visual package,Restored polities,full visual identity for Basotho,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Basotho, grounded in Basotho mountain kingdom, gameplay hooks include mountain defence, cavalry, diplomacy","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_basotho_asset_family,GFX_012_africa_basotho_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_barotse,Tier A country visual package,Restored polities,full visual identity for Barotse,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Barotse, grounded in Lozi or Barotse monarchy, gameplay hooks include floodplain administration, river transport, monarchy","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_barotse_asset_family,GFX_012_africa_barotse_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_merina,Tier A country visual package,Restored polities,full visual identity for Merina,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Merina, grounded in Madagascar highland monarchy, gameplay hooks include highland administration, monarchy, island integration","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_merina_asset_family,GFX_012_africa_merina_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",installed_dormant
country_package_sakalava,Tier A country visual package,Restored polities,full visual identity for Sakalava,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Sakalava, grounded in western Madagascar royal identities, gameplay hooks include cattle, coastal routes, monarchy","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_sakalava_asset_family,GFX_012_africa_sakalava_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_controlled_pool
country_package_pan_high_chaos,Tier A country visual package,Restored polities,full visual identity for Pan,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Pan, grounded in fictional high-chaos actor, gameplay hooks include sappers, forest intelligence, stolen machinery","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_pan_high_chaos_asset_family,GFX_012_africa_pan_high_chaos_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_model_required
country_package_gorilla_kingdom,Tier A country visual package,Restored polities,full visual identity for Gorilla Kingdom,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Gorilla Kingdom, grounded in fictional high-chaos actor, gameplay hooks include heavy infantry, mountain forests, royal challenge","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_gorilla_kingdom_asset_family,GFX_012_africa_gorilla_kingdom_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_model_required
country_package_the_green,Tier A country visual package,Restored polities,full visual identity for The Green,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for The Green, grounded in fictional ecological actor, gameplay hooks include forest expansion, ecological wrath, concealment","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_the_green_asset_family,GFX_012_africa_the_green_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_model_required
country_package_living_rivers,Tier A country visual package,Restored polities,full visual identity for Living Rivers,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Living Rivers, grounded in fictional ecological actor, gameplay hooks include flood control, river movement, water bargaining","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_living_rivers_asset_family,GFX_012_africa_living_rivers_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_model_required
country_package_stoneborn,Tier A country visual package,Restored polities,full visual identity for Stoneborn,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Stoneborn, grounded in fictional ancient-host actor, gameplay hooks include stone cohorts, ruins, siege endurance","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_stoneborn_asset_family,GFX_012_africa_stoneborn_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_model_required
country_package_ancient_hosts,Tier A country visual package,Restored polities,full visual identity for Ancient Hosts,"mixed package, source historical flags, symbols, architecture, and real leaders, generate fictional route variants and fictional leaders","flags 82x52, 41x26, 10x7, portraits 156x210, emblems and route icons as required","base flag, ideology or route flags when justified, leader or council portraits, advisor and commander portraits, emblem, cosmetic identity variants","complete Tier A package for Ancient Hosts, grounded in fictional revived armies, gameplay hooks include ancient formations, relic sites, oath politics","invented historical claims presented as fact, generic pan-African recolour, opposite-gender name and portrait pairing, administrative map name",012_africa_ancient_hosts_asset_family,GFX_012_africa_ancient_hosts_<asset>,"gfx/flags/, gfx/leaders/012_africa/, and event-scoped interface folders","assets/vanilla_reference/flags/normal, closest portrait references, named historical sources","static by default, rare animated portrait only if part 6 approves",deferred_model_required
unit_identity_elephant_logistics,unit identity and technology icon family,Strange units,elephant logistics unit package,generated fictional art,"tech 64x64 or 132x52, unit or designer art as final implementation requires","technology icon, unit emblem, decision icon, focus icon, optional report image","clearly fictional or nonhuman subject, functional military silhouette, route-specific story","human ethnic caricature, modern fantasy armour, reused icon across asset types",tech_012_africa_elephant_logistics.dds,GFX_tech_012_africa_elephant_logistics,gfx/interface/technologies/012_africa/,assets/vanilla_reference/icons/technologies/legacy,static,deferred_model_required
unit_identity_elephant_shock,unit identity and technology icon family,Strange units,elephant shock unit package,generated fictional art,"tech 64x64 or 132x52, unit or designer art as final implementation requires","technology icon, unit emblem, decision icon, focus icon, optional report image","clearly fictional or nonhuman subject, functional military silhouette, route-specific story","human ethnic caricature, modern fantasy armour, reused icon across asset types",tech_012_africa_elephant_shock.dds,GFX_tech_012_africa_elephant_shock,gfx/interface/technologies/012_africa/,assets/vanilla_reference/icons/technologies/legacy,static,deferred_model_required
unit_identity_gorilla_heavy_infantry,unit identity and technology icon family,Strange units,gorilla heavy infantry unit package,generated fictional art,"tech 64x64 or 132x52, unit or designer art as final implementation requires","technology icon, unit emblem, decision icon, focus icon, optional report image","clearly fictional or nonhuman subject, functional military silhouette, route-specific story","human ethnic caricature, modern fantasy armour, reused icon across asset types",tech_012_africa_gorilla_heavy_infantry.dds,GFX_tech_012_africa_gorilla_heavy_infantry,gfx/interface/technologies/012_africa/,assets/vanilla_reference/icons/technologies/legacy,static,deferred_model_required
unit_identity_pan_sappers,unit identity and technology icon family,Strange units,pan sappers unit package,generated fictional art,"tech 64x64 or 132x52, unit or designer art as final implementation requires","technology icon, unit emblem, decision icon, focus icon, optional report image","clearly fictional or nonhuman subject, functional military silhouette, route-specific story","human ethnic caricature, modern fantasy armour, reused icon across asset types",tech_012_africa_pan_sappers.dds,GFX_tech_012_africa_pan_sappers,gfx/interface/technologies/012_africa/,assets/vanilla_reference/icons/technologies/legacy,static,deferred_model_required
unit_identity_stone_cohorts,unit identity and technology icon family,Strange units,stone cohorts unit package,generated fictional art,"tech 64x64 or 132x52, unit or designer art as final implementation requires","technology icon, unit emblem, decision icon, focus icon, optional report image","clearly fictional or nonhuman subject, functional military silhouette, route-specific story","human ethnic caricature, modern fantasy armour, reused icon across asset types",tech_012_africa_stone_cohorts.dds,GFX_tech_012_africa_stone_cohorts,gfx/interface/technologies/012_africa/,assets/vanilla_reference/icons/technologies/legacy,static,deferred_model_required
unit_identity_riverborn,unit identity and technology icon family,Strange units,riverborn unit package,generated fictional art,"tech 64x64 or 132x52, unit or designer art as final implementation requires","technology icon, unit emblem, decision icon, focus icon, optional report image","clearly fictional or nonhuman subject, functional military silhouette, route-specific story","human ethnic caricature, modern fantasy armour, reused icon across asset types",tech_012_africa_riverborn.dds,GFX_tech_012_africa_riverborn,gfx/interface/technologies/012_africa/,assets/vanilla_reference/icons/technologies/legacy,static,deferred_model_required
unit_identity_forest_giants,unit identity and technology icon family,Strange units,forest giants unit package,generated fictional art,"tech 64x64 or 132x52, unit or designer art as final implementation requires","technology icon, unit emblem, decision icon, focus icon, optional report image","clearly fictional or nonhuman subject, functional military silhouette, route-specific story","human ethnic caricature, modern fantasy armour, reused icon across asset types",tech_012_africa_forest_giants.dds,GFX_tech_012_africa_forest_giants,gfx/interface/technologies/012_africa/,assets/vanilla_reference/icons/technologies/legacy,static,deferred_model_required
unit_identity_oracle_recon,unit identity and technology icon family,Strange units,oracle recon unit package,generated fictional art,"tech 64x64 or 132x52, unit or designer art as final implementation requires","technology icon, unit emblem, decision icon, focus icon, optional report image","clearly fictional or nonhuman subject, functional military silhouette, route-specific story","human ethnic caricature, modern fantasy armour, reused icon across asset types",tech_012_africa_oracle_recon.dds,GFX_tech_012_africa_oracle_recon,gfx/interface/technologies/012_africa/,assets/vanilla_reference/icons/technologies/legacy,static,deferred_model_required
unit_identity_disaster_wardens,unit identity and technology icon family,Strange units,disaster wardens unit package,generated fictional art,"tech 64x64 or 132x52, unit or designer art as final implementation requires","technology icon, unit emblem, decision icon, focus icon, optional report image","clearly fictional or nonhuman subject, functional military silhouette, route-specific story","human ethnic caricature, modern fantasy armour, reused icon across asset types",tech_012_africa_disaster_wardens.dds,GFX_tech_012_africa_disaster_wardens,gfx/interface/technologies/012_africa/,assets/vanilla_reference/icons/technologies/legacy,static,deferred_model_required
unit_identity_plague_carriers,unit identity and technology icon family,Strange units,plague carriers unit package,generated fictional art,"tech 64x64 or 132x52, unit or designer art as final implementation requires","technology icon, unit emblem, decision icon, focus icon, optional report image","clearly fictional or nonhuman subject, functional military silhouette, route-specific story","human ethnic caricature, modern fantasy armour, reused icon across asset types",tech_012_africa_plague_carriers.dds,GFX_tech_012_africa_plague_carriers,gfx/interface/technologies/012_africa/,assets/vanilla_reference/icons/technologies/legacy,static,deferred_model_required
continent_package_middle_east,continent-unifier identity package,World order,middle east unifier presentation and country identity,"mixed, generated alternate-history identity with sourced historical motifs where used","flags, emblems, leaders, focus and decision icon families, report and super-event assets as required","base identity, route variants, static fallback for any animation, unique focus-tree visual family","region-specific continent identity with its own constitutional, military, economic, and diplomatic motifs","generic recolour of Africa assets, bureaucratic country name, shared tree art without regional identity",012_middle_east_continent_package,GFX_012_middle_east_<asset>,event-scoped folders assigned during implementation,all matching reference folders,animation only for rare final identity or terminal state,deferred_unique_package_required
continent_package_europe,continent-unifier identity package,World order,europe unifier presentation and country identity,"mixed, generated alternate-history identity with sourced historical motifs where used","flags, emblems, leaders, focus and decision icon families, report and super-event assets as required","base identity, route variants, static fallback for any animation, unique focus-tree visual family","region-specific continent identity with its own constitutional, military, economic, and diplomatic motifs","generic recolour of Africa assets, bureaucratic country name, shared tree art without regional identity",012_europe_continent_package,GFX_012_europe_<asset>,event-scoped folders assigned during implementation,all matching reference folders,animation only for rare final identity or terminal state,deferred_unique_package_required
continent_package_asia,continent-unifier identity package,World order,asia unifier presentation and country identity,"mixed, generated alternate-history identity with sourced historical motifs where used","flags, emblems, leaders, focus and decision icon families, report and super-event assets as required","base identity, route variants, static fallback for any animation, unique focus-tree visual family","region-specific continent identity with its own constitutional, military, economic, and diplomatic motifs","generic recolour of Africa assets, bureaucratic country name, shared tree art without regional identity",012_asia_continent_package,GFX_012_asia_<asset>,event-scoped folders assigned during implementation,all matching reference folders,animation only for rare final identity or terminal state,deferred_unique_package_required
continent_package_north_america,continent-unifier identity package,World order,north america unifier presentation and country identity,"mixed, generated alternate-history identity with sourced historical motifs where used","flags, emblems, leaders, focus and decision icon families, report and super-event assets as required","base identity, route variants, static fallback for any animation, unique focus-tree visual family","region-specific continent identity with its own constitutional, military, economic, and diplomatic motifs","generic recolour of Africa assets, bureaucratic country name, shared tree art without regional identity",012_north_america_continent_package,GFX_012_north_america_<asset>,event-scoped folders assigned during implementation,all matching reference folders,animation only for rare final identity or terminal state,deferred_unique_package_required
continent_package_south_america,continent-unifier identity package,World order,south america unifier presentation and country identity,"mixed, generated alternate-history identity with sourced historical motifs where used","flags, emblems, leaders, focus and decision icon families, report and super-event assets as required","base identity, route variants, static fallback for any animation, unique focus-tree visual family","region-specific continent identity with its own constitutional, military, economic, and diplomatic motifs","generic recolour of Africa assets, bureaucratic country name, shared tree art without regional identity",012_south_america_continent_package,GFX_012_south_america_<asset>,event-scoped folders assigned during implementation,all matching reference folders,animation only for rare final identity or terminal state,deferred_unique_package_required
