"package_id","working_name","resolved_tag","automatic_pool_disposition","readiness_verdict","anchor_binding_mode","anchor_state_ids","anchor_state_names","compact_state_ids","compact_state_names","extended_state_ids","extended_state_names","reservation_group","baseline_state_ids","baseline_state_names","rebind_status","initial_owner_by_state","initial_owner_capitals","host_survival_implication","binding_reason","source_evidence","installed_state_history_files","missing_current_state_ids"
"IW-175","Samoa","SAM","automatic_pool_ready_if_not_living","ready_if_tag_not_living","fixed_anchor_compact","726","Samoa","726","Samoa","1072","American Samoa","RG-PACIFIC-ISLANDS","726","Samoa","expanded_with_current_splits","726=NZL|1072=USA","NZL=284|USA=361","NZL retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Samoa is the anchor; American Samoa is optional extension.","SAM installed cores include states 726 and 1072. Installed state history and STATE_n localisation were also checked.","726-Samoa.txt|1072 - American Samoa.txt",""
"IW-176","Tonga","GTX","automatic_pool_ready_if_unique_state_exists","disabled_no_unique_current_state","unbound","","","","","","","RG-PACIFIC-ISLANDS","","Tonga island state, current-map state required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Tonga island state, current-map state required","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-177","Fiji","FIJ","automatic_pool_ready_if_not_living","ready_if_tag_not_living","fixed_anchor_compact","636","Fiji","636","Fiji","","","RG-PACIFIC-ISLANDS","636","Fiji","unchanged_current_ids","636=ENG","ENG=126","ENG retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","636-Fiji.txt",""
"IW-178","Papua regional federation","PNG","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-NEW-GUINEA","523","Papua, only after a named people and district package is selected","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires a named Papuan people and district; broad Papua state 523 is not a substitute.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-179","Micronesian federation","FSM","automatic_pool_ready_if_unique_state_exists","ready_unique_state_confirmed","fixed_anchor_compact","684","Caroline Islands","684","Caroline Islands","","","RG-PACIFIC-ISLANDS","684","Caroline Islands, with additional Micronesian members added by consent","unchanged_current_ids","684=JAP","JAP=282","JAP retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","684-Caroline Islands.txt",""
"IW-180","Quebec","QUE","automatic_pool_ready_if_not_living","ready_if_tag_not_living","fixed_anchor_compact","468","Saint Lawrence","468|860|861|862|863","Saint Lawrence|Côte-Nord|Saguenay|Ouest du Quebec|Maurice","466","Nord du Quebec","RG-466","466","Quebec","expanded_with_current_splits","466=CAN|468=CAN|860=CAN|861=CAN|862=CAN|863=CAN","CAN=276","CAN retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Saint Lawrence and the current Quebec regional splits form the compact set; Nord du Quebec is optional.","QUE installed cores include states 468, 860, 861, 862, 863, and 466. Installed state history and STATE_n localisation were also checked.","466-Quebec.txt|468-Nunavut.txt|860-Cote-Nord.txt|861-Saguenay.txt|862-ouest du quebec.txt|863-Maurice.txt",""
"IW-181","Acadia","GYX","automatic_pool_ready_if_unique_state_exists","disabled_no_unique_current_state","unbound","","","","","","","RG-ACADIA","","New Brunswick or Nova Scotia map group, current-map state required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","The installed map has no unique Acadia state; New Brunswick and Nova Scotia cannot be treated as a generic substitute.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-182","Newfoundland","GZX","automatic_pool_ready","ready_automatic","fixed_anchor_compact","331","Newfoundland","331|332","Newfoundland|Labrador","","","RG-331","331","Newfoundland","expanded_with_current_splits","331=ENG|332=ENG","ENG=126","ENG retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Newfoundland anchors the package; Labrador is compact territory subject to host survival.","Installed state history and STATE_n localisation checked.","331-Newfoundland.txt|332-Labrador.txt",""
"IW-183","Cascadia","HAX","formable_or_route_only","route_only_bound","fixed_anchor_compact","385|386|473","Oregon|Washington|British Columbia","385|386|473","Oregon|Washington|British Columbia","","","RG-CASCADIA-CROSS-BORDER","385|386|473","Oregon | Washington | British Columbia, high-chaos formable only","unchanged_current_ids","385=USA|386=USA|473=CAN","CAN=276|USA=361","CAN retains at least one 1936 state after the compact set; USA retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","385-Oregon.txt|386-Washington.txt|473-British Columbia.txt",""
"IW-184","California","HBX","automatic_pool_ready","ready_automatic","fixed_anchor_compact","378","California","378","California","","","RG-378","378","California","unchanged_current_ids","378=USA","USA=361","USA retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","378-California.txt",""
"IW-185","Texas","HCX","automatic_pool_ready","ready_automatic","fixed_anchor_compact","375","Texas","375","Texas","","","RG-375","375","Texas","unchanged_current_ids","375=USA","USA=361","USA retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","375-Texas.txt",""
"IW-186","Cherokee state","HDX","automatic_pool_ready_if_unique_state_exists","disabled_no_unique_current_state","unbound","","","","","","","RG-NORTH-AMERICAN-INDIGENOUS-SUBSTATES","","Cherokee Nation map package, current-map substate required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Cherokee Nation map package, current-map substate required","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-187","Haudenosaunee Confederacy","HEX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-NORTH-AMERICAN-INDIGENOUS-SUBSTATES","","Haudenosaunee member-nation map package, negotiated formable only","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Haudenosaunee member-nation map package, negotiated formable only","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-188","Lakota state","HFX","automatic_pool_ready_if_unique_state_exists","disabled_no_unique_current_state","unbound","","","","","","","RG-NORTH-AMERICAN-INDIGENOUS-SUBSTATES","","Lakota treaty-territory map package, current-map substate required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Lakota treaty-territory map package, current-map substate required","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-189","Dine state","HGX","automatic_pool_ready_if_unique_state_exists","disabled_no_unique_current_state","unbound","","","","","","","RG-NORTH-AMERICAN-INDIGENOUS-SUBSTATES","","Diné or Navajo Nation map package, current-map substate required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Diné or Navajo Nation map package, current-map substate required","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-190","Pueblo federation","HHX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-NORTH-AMERICAN-INDIGENOUS-SUBSTATES","","Named Pueblo map package, broad Pueblo federation is not automatic","unbound_current_map","","","Not selectable: no authoritative current-map binding.","Named Pueblo map package, broad Pueblo federation is not automatic","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-191","Maya federation","MAY","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-MESOAMERICA-CARIBBEAN-COARSE","474|475","Yucatan | Chiapas, specific Maya member packages first","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires specific Maya member packages before federation; broad Yucatan and Chiapas states are not direct bindings.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-192","Yucatan","YUC","automatic_pool_ready_if_not_living","ready_if_tag_not_living","fixed_anchor_compact","474","Yucatan","474","Yucatan","","","RG-MESOAMERICA-CARIBBEAN-COARSE","474","Yucatan","unchanged_current_ids","474=MEX","MEX=277","MEX retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","474-Yucatan.txt",""
"IW-193","Zapotec-Mixtec Oaxaca federation","HKX","specific_community_variant_only","specific_variant_only_bound","fixed_anchor_compact","476","Oaxaca","476","Oaxaca","","","RG-MESOAMERICA-CARIBBEAN-COARSE","476","Oaxaca, negotiated Zapotec and Mixtec federation only","unchanged_current_ids","476=MEX","MEX=277","MEX retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","476-Oaxaca.txt",""
"IW-194","Miskito state","MIS","automatic_pool_ready_if_unique_state_exists","disabled_no_unique_current_state","unbound","","","","","","","RG-MESOAMERICA-CARIBBEAN-COARSE","","Mosquito Coast map group, use registered tag cores from the installed build","unbound_current_map","","","Not selectable: no authoritative current-map binding.","No registered Miskito core or unique Mosquito Coast state exists in the installed map.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-195","Garifuna coastal state","HMX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-MESOAMERICA-CARIBBEAN-COARSE","","Named Garifuna coastal community map package, current-map substate required","unbound_current_map","","","Not selectable: no authoritative current-map binding.","The accepted package requires a named Garifuna coastal community; no unique current substate is available.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-196","Caribbean Federation","","vanilla_route_overlay_only","overlay_nonselectable","overlay_carrier_route","689|691|692|694","Jamaica|Trinidad|Windward Islands|French Caribbean","689|691|692|694","Jamaica|Trinidad|Windward Islands|French Caribbean","","","RG-689-691-692-694","689|691|692|694","Jamaica | Trinidad | Windward | French Caribbean, formable by member consent","unchanged_current_ids","689=ENG|691=ENG|692=ENG|694=FRA","ENG=126|FRA=16","ENG retains at least one 1936 state after the compact set; FRA retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","689-Jamaica.txt|691-Trinidad.txt|692-Windward Islands.txt|694-French Caribbean.txt",""
"IW-197","Mapuche or Wallmapu state","","vanilla_route_overlay_only","overlay_nonselectable","overlay_carrier_route","950","Araucanía","950","Araucanía","","","RG-SOUTHERN-CONE","","Araucanía or south-central Chile map group, Mapuche federation only","new_current_state_binding","950=CHL","CHL=279","CHL retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","The installed map provides a unique Araucanía state for the high-chaos Mapuche package.","Current state 950 is Araucanía. Installed state history and STATE_n localisation were also checked.","950 - Araucania.txt",""
"IW-198","Aymara state","HPX","high_chaos_only","ready_high_chaos","fixed_anchor_compact","302","La Paz","302","La Paz","","","RG-ANDES-CHACO","302","La Paz, with cross-border Aymara territory added through diplomacy","unchanged_current_ids","302=BOL","BOL=302","BOL anchor contains protected capital state 302: skip/reject while protection applies; BOL retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","302-bolivia.txt",""
"IW-199","Quechua federation","HQX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-ANDES-CHACO","492|494","Arequipa | Ucayali, specific Quechua regional members first","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires specific Quechua regional members before federation; broad Arequipa and Ucayali states are not direct bindings.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-200","Guarani state","GAR","high_chaos_only","ready_high_chaos","choose_one_host_safe","301|688","Paraguay|Chaco Boreal","301|688","Paraguay|Chaco Boreal","","","RG-ANDES-CHACO","301|688","Paraguay | Chaco Boreal","unchanged_current_ids","301=PAR|688=PAR","PAR=301","Alternatives evaluated independently: 301=PAR protected capital: skip while protection applies; 688=PAR retains at least one 1936 state. Runtime ownership remains authoritative.","Paraguay and Chaco Boreal are alternative host-safe anchors, not a cumulative grant; runtime may reject both if the protected host cannot survive.","Installed state history and STATE_n localisation checked.","301-paraguay.txt|688-Chaco Boreal.txt",""
"IW-201","Muisca restoration","HSX","high_chaos_only","ready_high_chaos","fixed_anchor_compact","306","Cundinamarca","306","Cundinamarca","","","RG-ANDES-CHACO","306","Cundinamarca","unchanged_current_ids","306=COL","COL=306","COL anchor contains protected capital state 306: skip/reject while protection applies; COL retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","Accepted baseline binding remains valid on the installed map.","Installed state history and STATE_n localisation checked.","306-Colombia.txt",""
"IW-202","Gran Chaco federation","HTX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-ANDES-CHACO","688","Chaco Boreal, named member peoples required","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires named Gran Chaco member peoples; broad Chaco Boreal state 688 is not a direct binding.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-203","Patagonian state","HUX","high_chaos_only","ready_high_chaos","choose_one_host_branch","512|507","Río Negro|Magallanes","512|507","Río Negro|Magallanes","","","RG-SOUTHERN-CONE","512|507","Patagonia | Magallanes","unchanged_current_ids","507=CHL|512=ARG","ARG=278|CHL=279","Alternatives evaluated independently: 512=ARG retains at least one 1936 state; 507=CHL retains at least one 1936 state. Runtime ownership remains authoritative.","Río Negro and Magallanes are alternative host-branch anchors, not a cumulative cross-border grant.","Installed state history and STATE_n localisation checked.","507-Southern Chile.txt|512-Patagonia.txt",""
"IW-204","Araucania and Patagonia restoration","","vanilla_route_overlay_only","overlay_nonselectable","overlay_carrier_route","950","Araucanía","950","Araucanía","","","RG-SOUTHERN-CONE","512|507","Patagonia | Magallanes, hidden restoration route only","rebound_to_current_split","950=CHL","CHL=279","CHL retains at least one 1936 state after the compact set. Trim extension, then compact, before losing the anchor; runtime ownership is authoritative.","The hidden restoration uses Araucanía and shares the Southern Cone reservation with the Mapuche package.","Current state 950 is Araucanía. Installed state history and STATE_n localisation were also checked.","950 - Araucania.txt",""
"IW-205","Amazonian confederation","HWX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-AMAZON-MAROON-SPECIFIC","494|495|496","Ucayali | Amazonas | Pará, named river peoples required","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires named river peoples; the public-baseline Pará ID is also stale because current state 496 is Minas Gerais.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
"IW-206","Maroon republic","HXX","specific_community_variant_only","specific_variant_only_unbound","unbound","","","","","","","RG-AMAZON-MAROON-SPECIFIC","689","Jamaica, or another named maroon community state selected by scenario type","baseline_rejected","","","Not selectable: no authoritative current-map binding.","The accepted package requires a specifically selected maroon community state; Jamaica is not a generic binding.","Installed 1081-state map and accepted package requirement checked; no generic substitute assigned.","",""
